Territorialidade,Posicao IDHM 2010,IDHM 2010,Posicao IDHM Renda 2010,IDHM Renda 2010,Posicao IDHM Educacao 2010,IDHM Educacao 2010,Posicao IDHM Longevidade 2010,IDHM Longevidade 2010,Posicao IDHM 2000,IDHM 2000,Posicao IDHM Renda 2000,IDHM Renda 2000,Posicao IDHM Educacao 2000,IDHM Educacao 2000,Posicao IDHM Longevidade 2000,IDHM Longevidade 2000
NE#PB#Malta #,3254,0.642,3322,0.62,3328,0.533,3129,0.8,3540,0.477,3691,0.526,3450,0.3,3929,0.686
NE#PB#Mamanguape #,4515,0.585,3876,0.585,4793,0.453,4579,0.756,4371,0.424,3841,0.516,4371,0.236,5090,0.625
CO#GO#Mambaí #,3561,0.626,3478,0.61,4081,0.494,2357,0.816,4258,0.431,3990,0.506,4599,0.222,3266,0.713
S#PR#Mamborê #,1331,0.719,1649,0.698,1032,0.649,2112,0.821,1489,0.604,2349,0.608,818,0.499,2953,0.725
SE#MG#Mamonas #,3735,0.618,4322,0.565,3249,0.537,3775,0.779,4099,0.44,4074,0.501,4199,0.247,3874,0.689
S#RS#Mampituba #,3136,0.649,2842,0.65,3658,0.517,2504,0.813,2986,0.518,2855,0.583,3289,0.312,1761,0.764
N#AM#Manacapuru #,3820,0.614,3562,0.604,4306,0.481,3329,0.795,4150,0.437,3832,0.517,4439,0.232,3780,0.694
NE#PB#Manaíra #,5288,0.543,4963,0.537,5123,0.426,5494,0.698,5111,0.375,5180,0.434,4685,0.216,5540,0.562
N#AM#Manaquiri #,4238,0.596,4551,0.556,3792,0.51,4794,0.748,4290,0.429,3423,0.543,4672,0.217,4189,0.67
NE#PE#Manari #,5547,0.487,5518,0.477,5505,0.354,5548,0.682,5529,0.295,5284,0.425,5522,0.106,5520,0.572
N#AM#Manaus #,850,0.737,639,0.738,898,0.658,1846,0.826,1545,0.601,858,0.674,1548,0.443,2914,0.727
N#AC#Mâncio Lima #,3587,0.625,3980,0.58,3078,0.546,4131,0.77,3836,0.456,4265,0.489,3640,0.285,3993,0.682
S#PR#Mandaguaçu #,1362,0.718,1111,0.717,1492,0.625,1905,0.825,951,0.632,1359,0.653,612,0.52,2466,0.743
S#PR#Mandaguari #,526,0.751,784,0.732,483,0.689,1183,0.84,408,0.665,1297,0.655,265,0.563,684,0.799
S#PR#Mandirituba #,3008,0.655,2230,0.677,3696,0.515,2805,0.807,2195,0.568,1437,0.65,2556,0.368,1727,0.765
SE#SP#Manduri #,795,0.739,817,0.73,648,0.675,2259,0.818,985,0.63,1180,0.66,835,0.498,1812,0.762
S#PR#Manfrinópolis #,3201,0.645,2984,0.642,3593,0.52,2899,0.805,3147,0.506,3480,0.54,3233,0.317,2086,0.755
SE#MG#Manga #,3254,0.642,3261,0.624,3388,0.53,3167,0.799,3325,0.493,2680,0.593,3585,0.29,3663,0.698
SE#RJ#Mangaratiba #,488,0.753,494,0.746,634,0.676,943,0.845,752,0.642,331,0.708,748,0.505,2578,0.74
S#PR#Mangueirinha #,2224,0.688,1741,0.695,2352,0.579,2611,0.811,2052,0.575,1873,0.63,2096,0.401,2140,0.753
SE#MG#Manhuaçu #,2199,0.689,1817,0.692,2707,0.563,1238,0.839,1373,0.61,772,0.678,1879,0.416,493,0.806
SE#MG#Manhumirim #,1995,0.697,2182,0.679,2174,0.589,901,0.846,2135,0.571,1839,0.632,2175,0.396,2418,0.745
N#AM#Manicoré #,4590,0.582,3980,0.58,4742,0.456,4826,0.747,4778,0.398,4794,0.46,4915,0.198,3802,0.693
NE#PI#Manoel Emídio #,4786,0.573,5021,0.534,4588,0.466,4509,0.758,4064,0.442,4967,0.449,3571,0.291,4329,0.663
S#PR#Manoel Ribas #,1427,0.716,918,0.725,1433,0.628,2849,0.806,1859,0.585,2634,0.595,1355,0.457,2706,0.736
N#AC#Manoel Urbano #,5186,0.551,3853,0.586,5462,0.373,4245,0.767,4824,0.395,4004,0.505,5152,0.176,3802,0.693
S#RS#Manoel Viana #,3008,0.655,1996,0.686,3300,0.534,4272,0.766,2620,0.543,2553,0.599,2397,0.379,3479,0.706
NE#BA#Manoel Vitorino #,4921,0.566,4945,0.538,4742,0.456,4958,0.741,5278,0.357,4879,0.455,5323,0.154,4603,0.648
NE#BA#Mansidão #,4167,0.599,5401,0.503,2600,0.568,4697,0.752,4917,0.389,5506,0.386,4662,0.218,3696,0.697
SE#MG#Mantena #,2545,0.675,2513,0.666,2457,0.575,2990,0.803,2160,0.57,1202,0.659,2284,0.388,2932,0.726
SE#ES#Mantenópolis #,2964,0.657,3079,0.636,2967,0.551,2661,0.81,2844,0.528,2573,0.598,2789,0.351,3564,0.702
S#RS#Maquiné #,2386,0.682,1741,0.695,3618,0.519,83,0.88,1973,0.579,1500,0.647,2487,0.373,541,0.804
SE#MG#Mar de Espanha #,2332,0.684,1768,0.694,2816,0.558,1905,0.825,1256,0.616,1411,0.651,946,0.488,2744,0.735
NE#AL#Mar Vermelho #,4695,0.577,4903,0.54,4599,0.465,4272,0.766,4582,0.412,4979,0.448,4469,0.23,4082,0.677
CO#GO#Mara Rosa #,2161,0.691,2149,0.68,2352,0.579,1281,0.838,2668,0.54,2840,0.584,2805,0.35,1492,0.772
N#AM#Maraã #,5535,0.498,5537,0.466,5514,0.348,4366,0.763,5534,0.291,5338,0.419,5541,0.091,4603,0.648
N#PA#Marabá #,2716,0.668,2343,0.673,2690,0.564,3649,0.785,2731,0.536,2071,0.621,2789,0.351,3438,0.707
SE#SP#Marabá Paulista #,2503,0.677,2842,0.65,2133,0.591,2696,0.809,1879,0.584,3059,0.571,1080,0.477,2854,0.73
NE#MA#Maracaçumé #,4590,0.582,4757,0.546,3961,0.501,5306,0.719,4892,0.391,3884,0.513,4965,0.194,5375,0.601
SE#SP#Maracaí #,220,0.771,1268,0.711,32,0.758,722,0.85,264,0.679,1411,0.651,64,0.613,1139,0.784
S#SC#Maracajá #,249,0.768,375,0.752,364,0.699,390,0.861,1041,0.627,100,0.741,1926,0.413,472,0.807
CO#MS#Maracaju #,876,0.736,532,0.744,1712,0.613,147,0.873,1623,0.597,1180,0.66,1995,0.408,858,0.792
N#PA#Maracanã #,4841,0.57,5021,0.534,4774,0.454,4329,0.764,4666,0.406,4994,0.447,4705,0.215,3696,0.697
NE#CE#Maracanaú #,2282,0.686,3368,0.617,787,0.665,3570,0.788,2052,0.575,3189,0.56,1490,0.447,1908,0.76
NE#BA#Maracás #,3984,0.607,4054,0.577,3618,0.519,4826,0.747,4582,0.412,4678,0.467,4337,0.238,5016,0.629
NE#AL#Maragogi #,4764,0.574,4551,0.556,4920,0.443,4272,0.766,4474,0.419,4715,0.465,4599,0.222,3233,0.714
NE#BA#Maragogipe #,3680,0.621,3934,0.582,3634,0.518,3400,0.793,3836,0.456,4222,0.491,3763,0.277,3663,0.698
NE#PE#Maraial #,5366,0.534,4876,0.541,5308,0.403,5494,0.698,5349,0.347,5148,0.436,5294,0.158,5314,0.607
NE#MA#Marajá do Sena #,5562,0.452,5565,0.4,5554,0.299,3987,0.774,5503,0.309,5360,0.417,5503,0.111,4819,0.637
NE#CE#Maranguape #,2924,0.659,3834,0.587,1633,0.618,3570,0.788,2902,0.524,3691,0.526,2499,0.372,2706,0.736
NE#MA#Maranhãozinho #,5194,0.55,5446,0.497,4599,0.465,5306,0.719,5511,0.306,5553,0.36,5447,0.129,5210,0.617
N#PA#Marapanim #,3927,0.609,4201,0.57,3571,0.521,4452,0.76,3959,0.448,4478,0.478,4105,0.254,2512,0.742
SE#SP#Marapoama #,508,0.752,692,0.736,593,0.679,643,0.852,1317,0.613,2047,0.622,1095,0.476,1265,0.779
S#RS#Maratá #,1995,0.697,832,0.729,3207,0.54,372,0.862,1735,0.591,974,0.669,2255,0.39,827,0.793
SE#ES#Marataízes #,2028,0.696,2266,0.676,2185,0.588,846,0.847,1716,0.592,1523,0.646,1786,0.424,2018,0.757
NE#BA#Maraú #,4309,0.593,2971,0.643,5301,0.404,3077,0.801,5300,0.354,3770,0.521,5459,0.127,4189,0.67
S#RS#Marau #,185,0.774,175,0.773,364,0.699,501,0.857,270,0.678,254,0.715,434,0.541,515,0.805
NE#AL#Maravilha #,4869,0.569,4927,0.539,4693,0.46,4936,0.742,5362,0.343,5516,0.381,5281,0.16,4305,0.664
S#SC#Maravilha #,119,0.781,303,0.758,257,0.708,22,0.886,228,0.685,584,0.689,232,0.57,261,0.819
SE#MG#Maravilhas #,2621,0.672,2924,0.645,2816,0.558,943,0.845,2318,0.561,2778,0.587,2255,0.39,1562,0.77
NE#PB#Marcação #,5402,0.529,5172,0.525,5273,0.408,5516,0.691,5376,0.341,5450,0.403,5168,0.175,5544,0.561
CO#MT#Marcelândia #,1866,0.701,1576,0.7,1880,0.604,2504,0.813,2085,0.573,321,0.709,2832,0.348,1812,0.762
S#RS#Marcelino Ramos #,1191,0.724,715,0.735,1633,0.618,1464,0.834,967,0.631,1242,0.657,1062,0.478,684,0.799
NE#RN#Marcelino Vieira #,3927,0.609,4180,0.571,3792,0.51,3897,0.776,4353,0.425,4608,0.47,4140,0.251,4583,0.649
NE#BA#Marcionílio Souza #,5027,0.561,5259,0.518,4631,0.463,5032,0.737,4637,0.408,4312,0.487,4498,0.228,5270,0.611
NE#CE#Marco #,3866,0.612,4351,0.564,2924,0.553,5081,0.734,3990,0.446,4478,0.478,3670,0.283,4508,0.654
NE#PI#Marcolândia #,5002,0.562,4023,0.578,4973,0.438,5476,0.7,4810,0.396,3990,0.506,4965,0.194,4935,0.632
NE#PI#Marcos Parente #,4395,0.59,3980,0.58,4081,0.494,5332,0.717,3686,0.466,3914,0.511,3369,0.307,4697,0.643
S#PR#Marechal Cândido Rondon #,185,0.774,116,0.782,305,0.704,1075,0.842,93,0.705,297,0.711,65,0.612,541,0.804
NE#AL#Marechal Deodoro #,3254,0.642,3000,0.641,3593,0.52,3400,0.793,3730,0.463,3542,0.536,3938,0.265,3624,0.7
SE#ES#Marechal Floriano #,1595,0.71,1166,0.715,2174,0.589,759,0.849,1859,0.585,1180,0.66,2124,0.399,1812,0.762
N#AC#Marechal Thaumaturgo #,5529,0.501,5513,0.479,5493,0.361,5207,0.726,5520,0.301,5482,0.395,5514,0.108,4819,0.637
S#SC#Marema #,695,0.743,462,0.748,1271,0.636,372,0.862,908,0.634,632,0.686,1602,0.438,38,0.849
NE#PB#Mari #,5225,0.548,4609,0.553,5096,0.429,5513,0.692,4842,0.394,4103,0.498,4599,0.222,5553,0.555
SE#MG#Maria da Fé #,1842,0.702,2908,0.646,1248,0.637,1075,0.842,2111,0.572,2088,0.62,1978,0.409,2654,0.737
S#PR#Maria Helena #,1811,0.703,2149,0.68,1822,0.607,1075,0.842,1957,0.58,3235,0.557,1302,0.461,1860,0.761
S#PR#Marialva #,897,0.735,765,0.733,768,0.666,2453,0.814,673,0.647,516,0.694,572,0.525,2418,0.745
SE#MG#Mariana #,719,0.742,1424,0.705,802,0.664,135,0.874,1173,0.62,1712,0.638,1116,0.474,1031,0.787
S#RS#Mariana Pimentel #,1866,0.701,1547,0.701,2600,0.568,276,0.866,1489,0.604,1523,0.646,1725,0.429,793,0.794
S#RS#Mariano Moro #,1021,0.73,252,0.763,1880,0.604,1032,0.843,549,0.656,349,0.706,849,0.497,493,0.806
N#TO#Marianópolis do Tocantins #,3469,0.631,3173,0.63,3908,0.504,3428,0.792,3262,0.497,2533,0.6,3310,0.311,4470,0.656
SE#SP#Mariápolis #,1362,0.718,2035,0.684,1010,0.651,1647,0.83,908,0.634,2515,0.601,343,0.552,1584,0.769
NE#AL#Maribondo #,4215,0.597,3955,0.581,4216,0.487,4732,0.751,3890,0.452,3751,0.522,3999,0.261,4082,0.677
SE#RJ#Maricá #,289,0.765,281,0.761,450,0.692,722,0.85,849,0.637,365,0.705,878,0.494,2512,0.742
SE#MG#Marilac #,3796,0.615,3492,0.609,4201,0.488,3726,0.781,3707,0.465,3662,0.528,3819,0.274,3759,0.695
SE#ES#Marilândia #,2028,0.696,2466,0.668,1727,0.612,1987,0.823,1623,0.597,2253,0.613,1373,0.456,1812,0.762
S#PR#Marilândia do Sul #,2161,0.691,2562,0.664,1977,0.599,1603,0.831,1754,0.59,1921,0.628,1698,0.431,1908,0.76
S#PR#Marilena #,2412,0.681,2822,0.651,2245,0.585,1747,0.828,2052,0.575,2465,0.603,2059,0.403,1182,0.783
SE#SP#Marília #,47,0.798,202,0.768,11,0.776,581,0.854,40,0.725,86,0.746,31,0.638,606,0.802
S#PR#Mariluz #,3312,0.639,2789,0.653,3908,0.504,3362,0.794,2844,0.528,2798,0.586,2670,0.36,3663,0.698
S#PR#Maringá #,23,0.808,44,0.806,17,0.768,643,0.852,21,0.74,41,0.762,12,0.663,563,0.803
SE#SP#Marinópolis #,993,0.731,2119,0.681,431,0.694,1905,0.825,1623,0.597,2375,0.607,1020,0.481,2854,0.73
SE#MG#Mário Campos #,1934,0.699,2149,0.68,1880,0.604,1515,0.833,2581,0.545,2553,0.599,2572,0.367,2654,0.737
S#PR#Mariópolis #,1969,0.698,1111,0.717,2133,0.591,2940,0.804,682,0.646,1079,0.664,528,0.529,1630,0.768
S#PR#Maripá #,400,0.758,692,0.736,538,0.684,276,0.866,105,0.704,569,0.69,59,0.614,221,0.822
SE#MG#Maripá de Minas #,2439,0.68,2466,0.668,2888,0.555,846,0.847,2211,0.567,1079,0.664,2641,0.362,1908,0.76
N#PA#Marituba #,2524,0.676,3304,0.621,1433,0.628,3400,0.793,3161,0.505,3243,0.556,2898,0.342,4045,0.679
NE#PB#Marizópolis #,3957,0.608,3934,0.582,3753,0.512,4661,0.753,4582,0.412,4236,0.49,4587,0.223,4713,0.642
SE#MG#Marliéria #,2964,0.657,3190,0.629,3249,0.537,1281,0.838,2434,0.554,2634,0.595,2376,0.381,2258,0.75
S#PR#Marmeleiro #,1244,0.722,817,0.73,1712,0.613,1075,0.842,1681,0.594,2008,0.624,1416,0.453,2552,0.741
SE#MG#Marmelópolis #,3115,0.65,3403,0.615,2924,0.553,2849,0.806,2923,0.523,3008,0.574,2997,0.334,2387,0.746
S#RS#Marques de Souza #,2251,0.687,548,0.743,3696,0.515,759,0.849,1041,0.627,737,0.68,1698,0.431,66,0.841
S#PR#Marquinho #,3820,0.614,3403,0.615,4631,0.463,2453,0.814,4220,0.433,3627,0.53,4758,0.211,2984,0.724
SE#MG#Martinho Campos #,2691,0.669,1939,0.688,3696,0.515,986,0.844,1859,0.585,1485,0.648,1941,0.412,2296,0.749
NE#CE#Martinópole #,4167,0.599,4876,0.541,3549,0.522,4452,0.76,4655,0.407,5299,0.424,4069,0.256,5127,0.621
SE#SP#Martinópolis #,1266,0.721,1473,0.703,1176,0.641,1560,0.832,702,0.645,1411,0.651,476,0.535,1523,0.771
NE#RN#Martins #,3653,0.622,3980,0.58,3239,0.538,4064,0.772,3011,0.516,3893,0.512,2317,0.385,3663,0.698
SE#MG#Martins Soares #,3393,0.635,3334,0.619,3753,0.512,2696,0.809,2683,0.539,2375,0.607,2845,0.347,2418,0.745
NE#SE#Maruim #,3735,0.618,3779,0.59,3774,0.511,3726,0.781,3651,0.469,3969,0.507,3344,0.309,4409,0.659
S#PR#Marumbi #,1266,0.721,1424,0.705,1133,0.643,1846,0.826,1489,0.604,2305,0.61,878,0.494,2816,0.732
CO#GO#Marzagão #,1934,0.699,1817,0.692,1945,0.601,2064,0.822,1298,0.614,1712,0.638,1242,0.465,1254,0.78
NE#BA#Mascote #,4614,0.581,4268,0.567,4614,0.464,4893,0.744,5288,0.356,4728,0.464,5287,0.159,5279,0.61
NE#CE#Massapê #,3771,0.616,4876,0.541,2908,0.554,3831,0.778,4392,0.423,4858,0.456,4256,0.243,3993,0.682
NE#PI#Massapê do Piauí #,5432,0.525,5310,0.514,5405,0.386,5145,0.73,5501,0.31,5120,0.438,5493,0.116,5462,0.587
NE#PB#Massaranduba #,4903,0.567,4628,0.552,4948,0.441,4826,0.747,4637,0.408,4491,0.477,4529,0.226,4935,0.632
S#SC#Massaranduba #,185,0.774,435,0.749,212,0.714,257,0.867,111,0.703,338,0.707,199,0.576,19,0.853
S#RS#Mata #,2986,0.656,2647,0.66,3402,0.529,2805,0.807,2480,0.551,2533,0.6,2513,0.371,2211,0.751
NE#BA#Mata de São João #,2716,0.668,2871,0.648,2729,0.562,2259,0.818,3147,0.506,3189,0.56,2946,0.338,3929,0.686
NE#AL#Mata Grande #,5518,0.504,5380,0.506,5473,0.369,5535,0.685,5288,0.356,5120,0.438,5303,0.157,4508,0.654
NE#MA#Mata Roma #,4841,0.57,5499,0.483,4081,0.494,3897,0.776,4907,0.39,5379,0.414,4565,0.224,4779,0.639
SE#MG#Mata Verde #,4614,0.581,3955,0.581,4839,0.45,4770,0.749,4099,0.44,3542,0.536,4241,0.244,4526,0.653
SE#SP#Matão #,197,0.773,223,0.766,220,0.713,846,0.847,212,0.687,405,0.701,178,0.58,700,0.798
NE#PB#Mataraca #,5354,0.536,5037,0.533,5111,0.427,5562,0.675,4973,0.385,4591,0.471,4662,0.218,5553,0.555
N#TO#Mateiros #,3984,0.607,3853,0.586,4631,0.463,1987,0.823,5545,0.281,5446,0.404,5556,0.076,2953,0.725
S#PR#Matelândia #,1154,0.725,1166,0.715,1157,0.642,1603,0.831,682,0.646,1329,0.654,354,0.551,2323,0.748
SE#MG#Materlândia #,4215,0.597,4529,0.557,4026,0.497,4168,0.769,3758,0.461,4265,0.489,3617,0.287,3731,0.696
SE#MG#Mateus Leme #,1776,0.704,1939,0.688,1880,0.604,1238,0.839,1472,0.605,1630,0.641,1373,0.456,2018,0.757
SE#MG#Mathias Lobato #,3866,0.612,3678,0.596,4272,0.483,3329,0.795,2963,0.52,3338,0.549,2854,0.346,2578,0.74
SE#MG#Matias Barbosa #,1301,0.72,1473,0.703,1670,0.616,372,0.862,1023,0.628,1500,0.647,1095,0.476,515,0.805
SE#MG#Matias Cardoso #,3771,0.616,3894,0.584,3961,0.501,3167,0.799,4290,0.429,5019,0.445,4172,0.249,3183,0.715
NE#PI#Matias Olímpio #,5002,0.562,5226,0.521,4973,0.438,3775,0.779,5101,0.376,5180,0.434,5028,0.188,4550,0.651
NE#BA#Matina #,4802,0.572,4945,0.538,4544,0.469,4978,0.74,4999,0.383,5506,0.386,4741,0.212,3946,0.685
NE#MA#Matinha #,3721,0.619,3998,0.579,2776,0.56,5128,0.731,4048,0.443,5284,0.425,3049,0.331,5210,0.617
NE#PB#Matinhas #,5306,0.541,5075,0.531,5325,0.4,4826,0.747,4798,0.397,4848,0.457,4529,0.226,5325,0.606
S#PR#Matinhos #,695,0.743,548,0.743,829,0.662,1464,0.834,882,0.635,651,0.685,1186,0.469,741,0.796
SE#MG#Matipó #,3469,0.631,3173,0.63,3774,0.511,3751,0.78,3189,0.503,2515,0.601,3479,0.298,3378,0.709
S#RS#Mato Castelhano #,1107,0.727,375,0.752,1802,0.608,1238,0.839,408,0.665,1297,0.655,188,0.579,1346,0.776
NE#PB#Mato Grosso #,4941,0.565,4288,0.566,5197,0.419,4452,0.76,5219,0.364,4608,0.47,5270,0.161,4819,0.637
S#RS#Mato Leitão #,628,0.746,1008,0.721,634,0.676,610,0.853,1118,0.623,1712,0.638,890,0.493,1562,0.77
S#RS#Mato Queimado #,1398,0.717,1516,0.702,1904,0.603,204,0.87,1235,0.617,2447,0.604,1355,0.457,19,0.853
S#PR#Mato Rico #,3448,0.632,3980,0.58,3270,0.536,2562,0.812,3452,0.483,3728,0.523,3530,0.294,2835,0.731
SE#MG#Mato Verde #,2846,0.662,3562,0.604,1766,0.61,3540,0.789,3161,0.505,3613,0.531,2936,0.339,3164,0.717
NE#MA#Matões #,5194,0.55,5251,0.519,5031,0.434,4989,0.739,5430,0.33,5269,0.427,5442,0.132,4876,0.636
NE#MA#Matões do Norte #,5370,0.533,5550,0.452,4999,0.436,4204,0.768,5368,0.342,5536,0.371,5203,0.171,4958,0.631
S#SC#Matos Costa #,2964,0.657,3173,0.63,3183,0.541,1603,0.831,3079,0.512,2515,0.601,3607,0.288,1310,0.777
SE#MG#Matozinhos #,993,0.731,1890,0.69,966,0.654,319,0.864,673,0.647,1359,0.653,476,0.535,1346,0.776
CO#GO#Matrinchã #,2462,0.679,2822,0.651,2509,0.572,1183,0.84,3034,0.515,2870,0.582,3369,0.307,1781,0.763
NE#AL#Matriz de Camaragibe #,4540,0.584,4876,0.541,4463,0.473,3871,0.777,4842,0.394,4951,0.45,4705,0.215,4914,0.634
CO#MT#Matupá #,1427,0.716,1405,0.706,1370,0.631,1951,0.824,2263,0.564,1057,0.665,2411,0.378,3233,0.714
NE#PB#Maturéia #,4802,0.572,4903,0.54,4447,0.474,5145,0.73,5376,0.341,5284,0.425,5323,0.154,5325,0.606
SE#MG#Matutina #,1696,0.707,532,0.744,2953,0.552,451,0.859,1859,0.585,1297,0.655,2358,0.382,684,0.799
SE#SP#Mauá #,274,0.766,1008,0.721,107,0.733,643,0.852,426,0.664,707,0.682,323,0.555,1402,0.775
S#PR#Mauá da Serra #,3070,0.652,2626,0.661,3402,0.529,3400,0.793,2880,0.526,2325,0.609,3137,0.324,2624,0.738
N#AM#Maués #,4444,0.588,4698,0.549,4614,0.464,3129,0.8,3858,0.454,3927,0.51,4061,0.257,3233,0.714
CO#GO#Maurilândia #,2503,0.677,2090,0.682,2908,0.554,1987,0.823,2563,0.546,2375,0.607,2845,0.347,1458,0.773
N#TO#Maurilândia do Tocantins #,4638,0.58,4855,0.542,4007,0.498,5241,0.724,4999,0.383,5163,0.435,4953,0.195,4390,0.66
NE#CE#Mauriti #,4029,0.605,4804,0.544,3458,0.526,4064,0.772,4005,0.445,4151,0.495,4227,0.245,2914,0.727
NE#RN#Maxaranguape #,3957,0.608,3934,0.582,3868,0.506,4329,0.764,4353,0.425,4907,0.453,3938,0.265,4759,0.64
S#RS#Maximiliano de Almeida #,1934,0.699,1605,0.699,2133,0.591,1905,0.825,2298,0.562,2488,0.602,2038,0.405,2874,0.729
N#AP#Mazagão #,4331,0.592,3492,0.609,4852,0.449,4509,0.758,4199,0.434,4151,0.495,4448,0.231,3183,0.715
SE#MG#Medeiros #,1574,0.711,989,0.722,2266,0.584,702,0.851,1358,0.611,405,0.701,2139,0.398,275,0.818
NE#BA#Medeiros Neto #,3587,0.625,3235,0.626,3961,0.501,3871,0.777,3011,0.516,2819,0.585,3126,0.325,3087,0.721
S#PR#Medianeira #,320,0.763,266,0.762,516,0.686,759,0.849,408,0.665,757,0.679,456,0.538,541,0.804
N#PA#Medicilândia #,4590,0.582,3550,0.605,5273,0.408,3129,0.8,3636,0.47,1943,0.627,4645,0.219,2107,0.754
SE#MG#Medina #,3607,0.624,3261,0.624,4430,0.475,2112,0.821,3540,0.477,4004,0.505,3465,0.299,3106,0.72
S#SC#Meleiro #,823,0.738,739,0.734,593,0.679,2754,0.808,777,0.641,108,0.739,1404,0.454,1108,0.785
N#PA#Melgaço #,5565,0.418,5548,0.454,5565,0.207,3897,0.776,5559,0.26,5430,0.406,5561,0.065,4278,0.665
SE#RJ#Mendes #,876,0.736,1372,0.707,355,0.7,2849,0.806,752,0.642,516,0.694,572,0.525,2932,0.726
SE#MG#Mendes Pimentel #,3561,0.626,3368,0.617,3634,0.518,4204,0.768,3959,0.448,3338,0.549,4481,0.229,3183,0.715
SE#SP#Mendonça #,667,0.744,1039,0.72,815,0.663,343,0.863,394,0.666,569,0.69,390,0.547,1139,0.784
S#PR#Mercedes #,764,0.74,1346,0.708,581,0.68,1032,0.843,580,0.654,632,0.686,638,0.516,960,0.789
SE#MG#Mercês #,2802,0.664,2061,0.683,3696,0.515,1603,0.831,2825,0.529,2798,0.586,3032,0.332,1948,0.759
SE#SP#Meridiano #,993,0.731,1111,0.717,758,0.667,2307,0.817,1150,0.621,2163,0.617,835,0.498,1288,0.778
NE#CE#Meruoca #,3735,0.618,4476,0.559,2908,0.554,4430,0.761,4099,0.44,4491,0.477,3901,0.268,4234,0.668
SE#SP#Mesópolis #,1191,0.724,2318,0.674,768,0.666,846,0.847,1041,0.627,2618,0.596,469,0.536,1492,0.772
SE#MG#Mesquita #,2986,0.656,3048,0.638,2888,0.555,3292,0.796,2844,0.528,2870,0.582,2720,0.356,3323,0.711
SE#RJ#Mesquita #,850,0.737,1449,0.704,606,0.678,1238,0.839,908,0.634,907,0.672,672,0.512,2512,0.742
NE#AL#Messias #,4884,0.568,4529,0.557,4693,0.46,5359,0.714,5059,0.379,4550,0.474,5138,0.178,4659,0.646
NE#RN#Messias Targino #,3222,0.644,3506,0.608,2671,0.565,3775,0.779,3609,0.472,4236,0.49,3049,0.331,4603,0.648
NE#PI#Miguel Alves #,5332,0.539,5037,0.533,5359,0.396,4936,0.742,5389,0.338,5284,0.425,5358,0.148,5261,0.612
NE#BA#Miguel Calmon #,4495,0.586,4180,0.571,4487,0.472,4876,0.745,4353,0.425,4172,0.494,4140,0.251,5210,0.617
NE#PI#Miguel Leão #,3631,0.623,3998,0.579,3328,0.533,3704,0.782,4582,0.412,4478,0.478,4829,0.206,3411,0.708
SE#RJ#Miguel Pereira #,648,0.745,596,0.74,648,0.675,1747,0.828,752,0.642,126,0.736,946,0.488,2706,0.736
SE#SP#Miguelópolis #,743,0.741,1248,0.712,849,0.661,343,0.863,650,0.649,772,0.678,734,0.506,741,0.796
NE#BA#Milagres #,3653,0.622,3779,0.59,3634,0.518,3540,0.789,3553,0.476,3728,0.523,3310,0.311,4305,0.664
NE#CE#Milagres #,3519,0.628,4425,0.561,2578,0.569,3871,0.777,3930,0.45,4575,0.472,3802,0.275,3548,0.703
NE#MA#Milagres do Maranhão #,5416,0.527,5539,0.465,5246,0.413,4329,0.764,5456,0.322,5405,0.41,5454,0.128,4876,0.636
NE#CE#Milhã #,3561,0.626,4451,0.56,2816,0.558,3670,0.784,3686,0.466,4457,0.479,3263,0.314,4126,0.674
NE#PI#Milton Brandão #,5507,0.508,5519,0.476,5502,0.357,4064,0.772,5527,0.297,5562,0.336,5473,0.123,4900,0.635
CO#GO#Mimoso de Goiás #,2776,0.665,2732,0.656,3137,0.543,1905,0.825,4005,0.445,3708,0.525,4448,0.231,2888,0.728
SE#ES#Mimoso do Sul #,2663,0.67,2375,0.672,3183,0.541,1798,0.827,2111,0.572,2235,0.614,2139,0.398,1652,0.767
CO#GO#Minaçu #,1696,0.707,1858,0.691,1248,0.637,2990,0.803,2366,0.559,2111,0.619,2603,0.365,1492,0.772
NE#AL#Minador do Negrão #,4984,0.563,4876,0.541,5083,0.43,4245,0.767,4986,0.384,5012,0.446,5015,0.189,4162,0.672
S#RS#Minas do Leão #,2412,0.681,548,0.743,3716,0.514,1846,0.826,2551,0.547,2405,0.606,2774,0.352,1689,0.766
SE#MG#Minas Novas #,3433,0.633,3623,0.6,3419,0.528,3026,0.802,4429,0.421,4349,0.485,4645,0.219,3564,0.702
SE#MG#Minduri #,2946,0.658,3155,0.631,2776,0.56,2899,0.805,1774,0.589,1967,0.626,1838,0.42,1288,0.778
CO#GO#Mineiros #,1362,0.718,360,0.753,2266,0.584,1183,0.84,1754,0.59,617,0.687,2411,0.378,858,0.792
SE#SP#Mineiros do Tietê #,1021,0.73,1069,0.719,898,0.658,1987,0.823,752,0.642,617,0.687,1020,0.481,635,0.801
N#RO#Ministro Andreazza #,3333,0.638,2883,0.647,3634,0.518,3897,0.776,3678,0.467,2024,0.623,4371,0.236,3780,0.694
SE#SP#Mira Estrela #,695,0.743,1678,0.697,119,0.731,2849,0.806,1069,0.626,2253,0.613,581,0.524,1761,0.764
SE#MG#Mirabela #,2776,0.665,3678,0.596,1556,0.622,3362,0.794,3034,0.515,3783,0.52,2470,0.374,3599,0.701
